id,sentence,price,quality,environment,service,other
27,they waiters will not listen if food is late manager is totally uncivilized tries to peek into customers wallet and also talks rudely,,,,Negative,
27,we ordered one deal make and not even average two panzer server with hair in it three birth and below average four tandoori roth five sweet lass after finishing they food they will serve you finger bowl with food particles already present in it,,Negative,,,
27,food zero five staff zero five ambience one five hygiene zero five i will never recommend this place to anyone,,Negative,Negative,Negative,
27,theglobetrotterlady com,,,,,
28,today i have ordered cashew polar from tomato i have received they parcel box unpacked and seems some part of food item from one side has taken out of box,,,,Negative,
28,i have reported to tomato as well but from next time onward i will make sure not to order from this restaurant,,,,,Negative
29,we ordered food for home delivery with one line instruction garlic bread to be prepared without spices which was not fulfilled,,,,Negative,
29,this was of what was not was delivery of chicken,,,,Negative,
29,we ordered vegetarian cheese balls and we received chicken,,,,Negative,
29,can we ever trust you again fri bistro,,,,,
30,i be ordered their keep pay on twiggy and i was very dissatisfied with it,,Negative,,,
30,they keep was stale and blubber,,Negative,,,
30,their is lot of fat and meat was very minimal,,Negative,,,
30,i could not finish even half of they portion served,,Negative,,,
30,and it was very clear that they dish mutton is not fresh,,Negative,,,
30,please check with them if you really want to try this dish,,,,,
30,is it had a bad effect on my tummy as well,,Negative,,,
31,too bad but tasty,,Positive,,,Negative
32,ordered kadi pagoda rice combo nov two thousand and eighteen,,,,,
32,it was extremely bad,,Negative,,,
32,they rice seemed to be cooked with a lot of baking soda,,Negative,,,
32,kadi was awful to taste,,Negative,,,
32,avoid this dish,,Negative,,,
33,pathetic,,,,,Negative
33,do not order through them,,,,,Negative
33,neither do they have they decency of answering calls and informing nor do they have people to deliver,,,,Negative,
33,disappointing,,,,,Negative
34,worst experience in parcel of saffron motion regular bryan no mutton piece found i bryan bill is one hundred and fifty eight with get,Negative,Negative,,,
34,fooling public in parcel do not take panel from vista house,,Negative,,,
34,very bad experience simply looting public money on parcels of bryan,,Negative,,,
35,having heard a lot about this place specially their driven bryan i came here once and ordered food three four times they last time i purchased food here would actually be they last time i would eat from here,,,,,Negative
35,this restaurant is a classic example of how it started on a grand note and ended up being just another restaurant with hygiene issues,,,,,Negative
35,to cut they long chase short i had purchased two items,,,,,
35,one panzer nikki bryan and him aram pula takeaways in spite of telling them both items were very spicy,,Neutral,,Negative,
35,my wife and i were struggling with they food,,Negative,,,
35,now to top it i found a flying insect not a cockroach but something else with wings that got cooked with they panzer nikki bryan,,Negative,,,
35,alas that was so repulsive that i left they food mid way and satiated my hunger with curd rice i a never going back to them,,Negative,,,
36,did not find any taste in chicken memos they veg memos were horrible stuff inside they memos were not boiled properly will never order from them again,,Negative,,,
37,one of they best worst place bryan is too worst but their strategy is too good they do not have a but if we sit and eat they price is double irresponsible service better to go to alias a bryan is good bye will never visit again,Negative,,Negative,,
38,i got very sick after having this food,,Negative,,,
39,i am very very bryan lover and i tried they be roux bryan and it was worst,,Negative,,,
39,taste is too bad,,Negative,,,
39,packing is too good but taste is too bad,,Negative,,Positive,
40,no taste in food starters were served cold probably it was already cooked so waiter suggested us that dish,,Negative,,,
40,it is expensive and not worth at all,Negative,,,,
40,they are trying to be over authentic and spoiling they basic taste of food,,Negative,,,
40,otis are very hard and lava hard bryan is too much marsala and no tasty,,Negative,,,
40,not suggested to visit,,,,,Negative
41,after all confirmation and payment this restaurant has cancelled my order while i had no other option to get food,,,,Negative,
41,i a unsatisfied with this restaurant,,,,,Negative
42,bryan tastes stale highly unethical service,,Negative,,Negative,
42,they will charge you for yrs for a twenty coke two hundred and fifty my,Negative,,,,
42,never ever go or order anything from these cheaters,,,,Negative,
42,and even after calling they restaurant multiple times they will not pick up they call rather they will disconnect it,,,,Negative,
43,horrible i ordered one special and two regular shaw area,,,,,
43,we got three regular shaw area,,,,Negative,
43,pathetic experience,,,,,Negative
43,i a satisfied with they person who delivered please let him have they credit for they delivery,,,,Positive,
44,went there around ten forty five pm was really hungry,,,,,
44,had heard a lot about this place,,,,,
44,food was not good at all otis tandoori could easily be confused with papa both were so thin and cold,,Negative,,,
44,sab i was cold and seems like they did not care about customer,,Negative,,,
44,even at that time when we were they only table operating there was so much delay for someone to attend our table,,,,Negative,
44,not visiting this place ever again,,,,,Negative
45,delivery poor customer support,,,,Negative,
45,both me and tomato were unable to contact restaurant,,,,Negative,
45,restaurant did not update status in app as well,,,,Negative,
45,after three hours a guy called me that he is out to deliver they food,,,,,
45,which is hours after i requested tomato customer care and cancelled my order,,,,Negative,
45,and it happened second time,,,,Negative,
45,earlier they answered but said it will take one and half hour i waited and not delivered,,,,Negative,
45,this is my second bad experience,,,,,Negative
45,very sad about it,,,,,Negative
46,very bad and nasty food,,Negative,,,
46,i doubt if it was even fresh,,Negative,,,
46,they chicken looked so unhygienic and old,,Negative,,,
46,i would not recommend this place to anyone,,,,,Negative
47,very bad quality of food,,Negative,,,
47,they fans and otis were like papa and they curry was also not good,,Negative,,,
48,sadly our visit to wyatt was not they type one would want to remember,,,,,Negative
48,we were attempting to use tomato gold out of they four of us two had gold and to start with they told us we would need to physically sit on different tables to use both gold memberships,,,,Negative,
48,note it was two thirty at night and they whole restaurant was completely empty,,,,,
48,we suggested let us do two bills and create they notion of two tables if needed why though i do not know tomato clearly says there is no limit of how many gold scan be used at a table but even that was not agreeable they just kept repeating we would need to physically move to two separate tables,,,,Negative,
48,needless to say they visit just went down hill from there not recommended,,,,,Negative
49,they food packing is very good but they food taste is very worse i a very disappointed,,Negative,,Positive,
50,went to this place for lunch,,,,,
50,ordered and paid waited for twenty five minutes and realise that order has not been placed,,,,Negative,
50,they place had more people serving than they people eating and yet this happened and everyone was blaming everyone else,,,,Negative,
50,there were flies all over they place,,,Negative,,
50,poor show,,,,,Negative
50,had to skip lunch because of their error,,,,Negative,
51,they place is not so good,,,Negative,,
51,staff is very arrogant and does not care about custom service,,,,Negative,
51,initially they served drinks in plastic glasses and does not even have normal glasses to serve drinks,,,,Negative,
51,manager is using abusive language when requested for normal glasses,,,,Negative,
52,i was here last night with two of my friends,,,,,
52,we ordered pan fried noodles chinese pavilion noodles pan fried and spicy black bean lamb,,,,,
52,food was spicy and tasted fine,,Positive,,,
52,i have had better pan fried,,,,,
52,they food quality needs to be definitely checked,,Negative,,,
52,we do not expect this from a restaurant of your stature,,,,,
52,never going back and requesting others they same,,,,,Negative
53,well they order firstly came way beyond it is time and did not came what was ordered originally,,,,Negative,
54,order was late so called they restaurant,,,,Negative,
54,they started yelling they moment he picked they call saying we are not responsible,,,,Negative,
54,see before calling,,,,,
54,and was extremely rude,,,,Negative,
54,clearly they have no regard for customer and hence very well explains why they food is cheap,,Negative,,Negative,
55,not good,,,,,Negative
56,shitty place shitty service shitty management not again not always brand will work,,,Negative,Negative,
56,think twice before you check in worst place in recent times,,,,,Negative
57,two vegs instead of two veg two non veg,,,,Negative,
58,damn too much oil i can make another curry out of it that much,,Negative,,,
59,very bad management,,,,Negative,
59,they are a cheat,,,,Negative,
59,firstly they denied me they twenty flat discount coupon which i had taken from dine out,,,,Negative,
59,over charged our liquor,Negative,,,,
60,totally overrated just avoid this place unless you want to loose your money for a cheap quality food there is only one guy who does all they service and you have to wait long for your turn to come up and they place looks like some forbidden house,,Negative,Negative,Negative,
61,vegetables are not cooked properly waste of money,,Negative,,,
62,they worst ever pancakes,,Negative,,,
62,i a not even kidding,,,,,
62,it is a total waste of money,,,,,Negative
62,and they delivered something way different than what was mentioned in they menu,,,,Negative,
62,hope they improve,,,,,
63,staff is very reckless and they are least bother about they customer,,,,Negative,
63,we left without having lunch for keeping wait for more then thirty mind and they manager even not ask us to wait,,,,Negative,
63,he went inside to cancel they order,,,,,
64,we went for a team lunch,,,,,
64,worst food ever i had in recent times,,Negative,,,
64,rotten smell in fish a chicken,,Negative,,,
64,never ever visit this place i wonder how this restaurant got those awards,,,,,Negative
65,booking a place here for a corporate package is absolutely horrendous,,,,,Negative
65,they provided they menu and package details on friday and confirmed its available and on monday they day of they event management was rude and was insisting they will not provide they buffet but will charge they same price as per they package,,,,Negative,
65,they did not have minimum courtesy and were not even respecting they fact that our manager a lady was trying to talk,,,,Negative,
65,this is probably they worst ever team i had ever talked to,,,,Negative,
65,very disappointing,,,,,Negative
65,this has resulted in cancellation of our corporate party which consisted of several partners and managing directors,,,,,
65,id never recommend this place to anyone,,,,,Negative
66,i visited they place yesterday for lunch with my family,,,,,
66,this is usually a most loved place by all my family members and me for a casual dining,,,,,
66,but yesterday it is a very bad experience we noticed they manger is changed,,,,,Negative
66,it took twenty minutes to find some one to take they order,,,,Negative,
66,then it took him almost thirty minutes for they thai,,,,Negative,
66,i called they manager and asked why is it taking so long as we have only asked a thai and lass,,,,Negative,
66,then he told us that some of they food got over so we are preparing it again so only it is taking so much time,,,,,
66,but is was courtesy that he could have informed us that it is going to take time,,,,Negative,
66,after forty minutes they food was served,,,,Negative,
66,but they lass again took a very long time we cancelled they order and moved out,,,,Negative,
67,too much attitude display by all staff,,,,Negative,
67,need to be taught manners regarding how to be courteous to guests,,,,Negative,
67,only ambience food just about of,,Positive,Positive,,
68,worst quality we found spider at glass of beer and we informed to them but there was no response from their side,,Negative,,Negative,
68,it is very bad experience with this bar,,,,,Negative
69,worst service experienced ever,,,,Negative,
69,nobody is concerned about even taking they order,,,,Negative,
69,its just waste of our evening,,,,,Negative
69,not as expected,,,,,Negative
69,this review is completely for they service we received,,,,,
70,horrible food,,Negative,,,
70,they noodles and they so called starter which basically was gobi fried to death looked and tasted like they were living in oil well all their life and had come out for once to give me they scare of my life,,Negative,,,
70,bland horrible highly unhealthy trash never eat here worst experience wish there was a negative starring system,,Negative,,,
71,i ordered panzer nikki bryan and got some non veg bryan,,,,Negative,
71,very bad services from both restaurant as well as tomato,,,,Negative,
71,i a a pure vegetarian and this was really really bad,,,,,
72,irresponsible restaurant,,,,Negative,
72,please do not order any food from there,,,,,Negative
72,i ordered mushroom marsala not good in taste and three different types of otis and in place of otis they people are delivering white rice,,Negative,,Negative,
72,moreover when i tried calling restaurant number they are not in use,,,,Negative,
73,worst place and worst service without any prior intimation they stopped taking orders for a crispy corn they took one hour will never recommend this place,,,,Negative,
74,worst place went so far do not believe in pictures quality of food is worst do was very very very bad,,Negative,,,
74,disgusting place,,,Negative,,
74,seen in tomato impressed with pictures but came to a worst place,,,,,Negative
75,we found insect in they beer we informed to they management but they way of their behaviour is worst,,Negative,,Negative,
75,this is not good and bad experience in this bar,,,,,Negative
76,visited they place on a weekday but it was jam packed with people,,,,Negative,
76,they music was too loud to they point that we would not able to discuss on what to order across they table,,,Negative,,
76,i have been to many places but never had such loud music,,,,,
76,my ears were ringing after coming out,,,,,
76,they service was they worst all of my friends went to they dance floor and i was stopped by they staff who asked not to leave they table and asked me to deposit my id card,,,,Negative,
76,this was pretty humiliating,,,,,Negative
76,this place probably sees too many dine dash incidents given they kind of crowd it caters to,,,,,
76,they food was average at best,,Neutral,,,
76,they entered two hundred as tip on they pos machine trying us to pay that for this is to service,,,,Negative,
76,they valet meddled with my cars infotainment system,,,,Negative,
76,i will avoid this place from now on and stick to more classy places,,,,,Negative
77,had a lot of expectations when i read there for they first time,,,,,
77,was able to visit it after a month,,,,,
77,what a disappointment it was,,,,,Negative
77,it is named sizzler but has nothing close to sizzler,,,,,
77,you guys really need to work on they art of making sizzler,,,,,
77,it looks like sizzler,,,,,
77,it only looks,,,,,
78,wrong food wrong bill no taste time waste insects in food food raw when mentioned this all to they manager he was reluctant to hear they feedback,,Negative,,Negative,
79,no wafers sent with they burger,,,,Negative,
80,most terrible place,,,,,Negative
80,i used to love chennai tend and with that brand i went to had tend,,,,,
80,firstly they took cover charge for a couple and they had no seats,Negative,,,Negative,
80,could have told us we have no seats we would not have paid cover charge,,,,Negative,
80,we stood for good twenty mind and then given bad seats near they speaker where one could not even talk,,,,Negative,
80,and then they waiters were not serving us food properly,,,,Negative,
80,had to ask them twice after which they took order and when they did they did not give us cutlery,,,,Negative,
80,can you even imagine,,,,,
80,i had to ask that give forks,,,,Negative,
80,i had they worst experience ever of going to a place,,,,,Negative
80,extremely disappointed,,,,,Negative
80,please learn how to manage a crowd,,,,,
80,also i wanted to book my table beforehand,,,,,
80,but they option was not even available on tomato and they will not pick up call,,,,Negative,
80,it just felt they did not want things to be systematic,,,,,
80,extremely disappointed,,,,,Negative
81,dun bombard they menu with so many things great hospitality and tasty food is what makes a place happening,,,,,
81,not coming to this place ever again,,,,,Negative
82,my pizza looks like they have pieced together they left overs,,Negative,,,
82,they cheese is hard and they slices look old,,Negative,,,
82,i a so disappointed as i order quite frequently from fri and this is they second time i am getting a pizza in this condition from them,,Negative,,,
83,very poor service i went in day time and took forty min to serve nachos,,,,Negative,
83,food taste very poor,,Negative,,,
83,i could rate this place be,,,,,
83,they have speciality to server hot beer,,,,,
83,there staff is not entertaining,,,,Negative,
84,baby corn manchurian was gone bad when it was delivered,,Negative,,,
85,pathetic food,,Negative,,,
85,omelette is having black color on it,,Negative,,,
85,breads are missing,,,,Negative,
85,strawberry toast something white is there which smells,,Negative,,,
85,pathetic food,,Negative,,,
85,yak,,,,,
85,such bad experience,,,,,Negative
85,delivery boy also came one hour late,,,,Negative,
85,never going to order from here,,,,,Negative
86,disappointment being one of they famous restaurant chain had lot of expectations we were made to seat on table with dirty table mats and plates food quality is worst to they core,,Negative,,Negative,
86,ordered mutton roman josh which had excess amount of salt to our surprise staff was least bothered to act on it or accept feedback,,Negative,,Negative,
86,did not have bryan is available hence had to sacrifice with steamed rice and day,,,,Negative,
86,would not recommend this restaurant as needs huge improvement in terms of food quality service and hygiene standards,,Negative,,Negative,
87,tried two places in same venue on saturday evening,,,,,
87,in hyper local first seated outdoor as inside is little loud to my taste at six thirty pm ordered drinks and snacks spicy chicken wings very hot average taste three five chilly cheese toast drab dry three five,,,,,
87,drinks front my friend ordered small rum since its happy hour got one plus one i got my beer then as last order for happy hour ordered large vodka after getting one when asked for plus one reply is of we assumed you asked us to make one large out of two small,,,,Negative,
87,now of i can forgive that its misunderstanding suddenly we get they check asking to pay up while still having our drinks,,,,Negative,
87,when told we have not asked for same and may be want to eat and drink more reply received is of but we have policy after happy hour everyone has to pay and if required restart new billing,,,,,
87,people who made this place have spent money sadly should have visited good places around world to see its not only ambiance to nonsense music but food quality and service quality which makes reputation,,Negative,Negative,Negative,
87,good bye for ever,,,,,Negative
88,worst experience ever,,,,,Negative
88,we were three girls and waiters were rude as much as possible,,,,Negative,
88,they even denied to accept orders and it was just our second order,,,,Negative,
88,never seen such a pub run by rude and unprofessional people,,,,Negative,
89,it is waste to order pizza from this restaurant,,,,,Negative
89,i forgot that i have preferred a cheese burst pizza,,,,,
89,there is no cheese in pizza and moreover they diameter of it tampa is far better than this pizza,,Negative,,,
89,i will never prefer this,,,,,Negative
90,worst,,,,,Negative
91,one of those times when you actually regret for not able give ratings less than zero pathetic service foods way costlier than its quality over hyped description for they decor i can go on and on and jesus,Negative,Negative,,Negative,
91,there are some basic differences between pineapple apple juice and purina juice texture and smell you got to understand that before demanding that you are one of they best in your genre,,,,,
92,received incomplete order,,,,Negative,
93,i do not understand if they do not want to deliver why pfc shows as available,,,,Negative,
93,every time i place order most of they time it get declined after payment,,,,Negative,
93,i am not worried about refund as it comes but food is all about cravings and i did order very hopefully but disappointed in they end food is always good from pfc but delivery service is worst,,Positive,,Negative,
94,terrible staff,,,,Negative,
94,i do not remember when they last time i saw such horrible and unorganized staff,,,,Negative,
94,most of they staff is not aware of what order is being placed,,,,Negative,
94,they end up getting they stuffs from their which you have not ordered,,,,Negative,
94,we had to wait for over an hour for our main course and then they food was also a big disappointment,,Negative,,Negative,
95,i ordered veg due bryan through tomato and i got just coloured amati rice without vegetables one packet gravy and water curd,,,,Negative,
95,there is nothing other than colour amati rice there is no spices also,,,,Negative,
95,never order online from here and i do not know about din in,,,,,Negative
96,very bad behaviour of they staff no one took they order for forty five minutes when we asked they staff they were pointing at each other saying he will take order,,,,Negative,
96,when we called they manager he was unnecessarily defending they staff saying they thought that table is for four other people must be joining,,,,Negative,
96,sheer waste of time,,,,,Negative
97,it seems like they have sent they maggie which was prepared two hrs back not even hot,,Negative,,,
97,they cheese was added which did not even melt,,Negative,,,
97,very bad experience through tomato,,,,,Negative
98,they so called cheese dip tasted like peanut chutney had a good experience with this place before but previous delivery was disappointing,,,,Negative,
99,while i am eating my food i get this in my food they steel wire it cut my tongue inside,,Negative,,,
99,they worst experience while having my food i am suggesting do not buy shaw area from shah house,,,,,Negative
100,i am still waiting for they pizza,,,,Negative,
101,just because a bunch of corporate guys request for retro songs you should not ignore they rest of they crowd,,,,Negative,
101,please consider it serious,,,,,
101,food is of,,Positive,,,
102,ordered a bryan a bryan on twenty three twelve eighteen worst bryan just tasted and thrown into dust bin do not go with this restaurant,,Negative,,,
102,i thought this is one of they branches of somalia una a writing a,,,,,
102,but it is not do not go to this,,,,,
103,do not ever go to this place waste of money if you give order they order will come after forty five mind,,,,Negative,
103,behaviour of they staff is horrible they partner owner even do not know about how to behave to customer,,,,Negative,
104,worst place for vegetarians,,,,,Negative
104,they serve chicken pieces in veg panzer bryan and mark their box with green labels,,,,,
104,irresponsible team hired spoilers,,,,Negative,
105,ordered garlic cheese maratha and got live cockroach as accompaniment though i got full refund but that is not they solution,,,,Negative,
105,trip if a service is getting worse day by day,,,,Negative,
105,anyways it was my last order from trip if,,,,,Negative
106,avoid,,,,,Negative
106,this place is a scam,,,,,Negative
106,if there is even a place i cannot find they physical restaurant on google maps by they provided address,,,,,
106,anyway i ordered a healthy chicken breast dish,,,,,
106,they claim to offer healthy dishes and organic ingredients which look fantastic on they photos,,,,,
106,then you get regular oily fatty suspiciously saucy indian takeaway full of sugar and complex carbohydrates probably from some nearby restaurant or street food stand,,Negative,,,
106,they only healthy thing about it was they size of they portion,,,,,
106,no wonder it is low on calories you can literally finish they whole plate in four bites,,Negative,,,
106,there were exactly two small chunks of chicken on it maybe twenty fiver total submerged in some ketchup based sweet sauce,,Negative,,,
106,i doubt it was even grilled,,,,,
106,it looked and tasted more like it was fried although with they disgusting oily sauce sugar coating it all who knows,,Negative,,,
106,they picture of they plate showed a full bowl of grilled chicken breast only plus they sides on other plates,,,,,
106,i should have taken a photo to show on this review and compare with they one on they menu but i was too hungry and mad to think about anything but eating they disappointing food,,Negative,,,
106,at least it was not too expensive but definitely not healthy not cheap and not good quality food,Negative,Negative,,,
107,worst food received low quality rice was used egg fried rice was almost spoiler unable to eat,,Negative,,,
107,worst experience ever does not recommend,,,,,Negative
108,charging tears for packing but its bullshit charging ten for normal packing coming to taste i ordered chicken fry piece bryan which tests neutral means no flavour very bad,Negative,Negative,,Negative,
109,very poor food and my items were missing,,Negative,,Negative,
110,this outlet is they worst i have ever seen,,,,,Negative
110,there were cockroaches on table food quality was bad and no one to take order on time,,Negative,Negative,Negative,
110,please go to some other outlet do not ever try this outlet,,,,,Negative
111,pathetic management this worst experience would curse manager found rats walking around found food to be stinking liquor was smelling like pee glasses were not washed properly,,,Negative,,
111,hate to visit back again is never visit this shitty place,,,,,Negative
112,i think there is no point of taking a buffet here,,,,,Negative
112,i took a buffet for they purpose of having mutton curry but it was spoilt,,Negative,,,
112,hence there was no benefit from paying two thousand for two people,,,,,
112,i took this plate like this,,,,,
112,i left this plate like this,,,,,
113,they serve you wine in plastic glasses,,,,Negative,
113,staff is very rude and unprofessional and they literally force you to pay exorbitant tips at they end,,,,Negative,
113,was a loyal customer earlier never coming back here ever again,,,,,Negative
113,try tend or they all street instead in they same building,,,,,
114,my friend and i visited this place on they thirteenth of january around one thousand nine hundred and twenty hrs and ordered your strong ale we believe that they beer was coughed into and we both fell beverly sick with a scratchy throat and dry cough,,Negative,,,
114,i do not know why do not your employees wear a mask when on duty because i do not think i will ever return to you guys and this was my second trip to you and they second trip made me fall sick,,,,Negative,
114,i will spread it like wild fire for others before they fall sick i can understand only one person falling sick but both falling sick with they same symptoms after consuming they strong ale beer then there is something definitely wrong and i am certain that they beer we were served was unhygienic or was contaminated because on my visit on they eighth of jan i never fell sick with they strong ale it was on they thirteenth that my friend and i fell sick,,Negative,,,
114,second ever heard of loose tobacco cigarettes,,,,,
114,your staff would stand on my head to make sure i am not smoking pot and are you serious,,,,Negative,
114,i use fresh tobacco like american spirit and roll my cigarettes and never expected this kind of surveillance upon rolling a cigarette and taking my loose tobacco original pouch packing to smell that it is not pot i feel humiliated,,,,Negative,
114,train your staff on hygiene and educate them,,,,Negative,
114,is my first visit was on they eighth jan and just fri across they globe beer sampling is not chargeable hence they are called samples,,,,,
115,domino a does not live up to they standards any more,,,,,Negative
115,i ordered a pizza and it was late with a delivery time of one our with a promised delivery of thirty mind,,,,Negative,
115,once i got they pizza it was smashed,,Negative,,,
115,when asked for a refund they said they will give me domino a credits,,,,Negative,
115,however i did not get they credits as well,,,,Negative,
115,also i do not want domino a credits,,,,,
115,i want my money back,,,,,
115,i will never order from domino again and would advise that they shut down at least this store since they are not able to live up to they standards,,,,,Negative
115,attached images of they smashed pizza,,,,,
116,taste less food not well per red egg shell had mixed in food so please check once while preparing and quality is also not nice this is they reason,,Negative,,,
117,packing is good but we have paid for it alan over spice,Negative,,,Positive,
117,brian rice is good over marsala and very less pieces of chicken not happy,,Negative,,,
118,bad food egg was smashed,,Negative,,,
119,recently had chicken bryan and nat jodi venue,,,,,
119,it is horrible experience food was of of a but coming to hygiene level it was totally disappointed table was not at clear asked they two times for clean plate,,Positive,Negative,Negative,
120,they quantity given was less than a plate,,,,Negative,
120,it was not worth they price at all,Negative,,,,
121,a very bad experience,,,,,Negative
121,i went here with my team but they staff made sure that we had they worst experience,,,,,Negative
121,they food was cold served very late,,Negative,,Negative,
121,drinks were of bad quality,,Negative,,,
121,staff behavior was also very bad,,,,Negative,
122,food is pathetic,,Negative,,,
122,i was not able to eat it was too spicy a salty,,Negative,,,
122,i ordered kauai chicken but received only one piece of chicken very bad experience,,,,Negative,
122,naan was totally black in color,,Negative,,,
123,kind of of disappointed with they food,,Negative,,,
123,everything is either drenched in oil or tastes old,,Negative,,,
123,ambience is quiet,,,Neutral,,
123,butter garlic prawn is good though dishes tried butter garlic prawn roasted lamb crab on toast,,Positive,,,
124,poor quality and quantity and food is not nice and packing is not nice and food is not taste full and feeling sad why i ordered this food from this restaurant,,Negative,,Negative,
125,i found a small wooden stick in they tofu keep wrap i ordered from eat fit,,Negative,,,
125,apparently not so hygienic and healthy as they claim themselves to be,,Negative,,,
