"annotation_id","annotator","created_at","environment","id","lead_time","other","price","quality","sentence","service","updated_at"
66,"1","2025-06-23T05:29:35.389407Z","Negative",2311,26.873,"","","","interiors are decent and so is the seating ","","2025-06-23T05:29:35.389407Z"
67,"1","2025-06-23T05:29:37.471816Z","Neutral",2311,31.168000000000003,"","","","there aren t any sections as the place is streched longitudinaly ","","2025-06-23T05:29:37.471816Z"
68,"1","2025-06-23T05:29:39.295314Z","",2311,0.305,"","","","they have self service system ","","2025-06-23T05:29:39.295314Z"
69,"1","2025-06-23T05:29:41.488728Z","",2311,21.776999999999997,"","Positive","","coming to food and menu  the menu looks quite economical with respect to the portion size of the food and taste ","","2025-06-23T05:29:41.488728Z"
70,"1","2025-06-23T05:29:43.954237Z","",2311,5.907,"","","Positive","so it is value for money ","","2025-06-23T05:29:43.954237Z"
71,"1","2025-06-23T05:29:47.020437Z","",2311,36.635999999999996,"","","Negative","the only thing which needs improvement is the presentation of the dishes ","","2025-06-23T05:29:47.020437Z"
72,"1","2025-06-23T05:29:49.456927Z","",2311,9.68,"","Positive","Positive","taste  quantity and price are all up to the mark ","","2025-06-23T05:29:49.456927Z"
73,"1","2025-06-23T05:29:51.570797Z","",2311,0.445,"","","","i tried their signature sauces for the mains  texas bbq  pattaya thai  spicy garlic  original hot  mexican jerk and amazon wild ","","2025-06-23T05:29:51.570797Z"
74,"1","2025-06-23T05:30:00.704467Z","",2311,7.233,"","","Positive","to my surprise all the wings were delicious specially the bbq and original hot  loved them ","","2025-06-23T05:30:00.704467Z"
75,"1","2025-06-23T05:30:03.270991Z","",2311,33.071000000000005,"","","Neutral","tried out the chicken nuggets and popcorn chicken   ","","2025-06-23T05:30:03.270991Z"
76,"1","2025-06-23T05:30:06.187582Z","",2311,10.233,"","","Neutral","among which nuggets were really good but chicken popcorn needs some improvement ","","2025-06-23T05:30:06.187582Z"
77,"1","2025-06-23T05:30:08.275925Z","",2311,15.091,"Positive","","","the menu seems interesting as they also serve biryani  not the authentic one but related to their respective genre  like wings dum biryani and drumsticks dum biryani ","","2025-06-23T05:30:08.275925Z"
78,"1","2025-06-23T05:30:10.387649Z","",2311,5.752000000000001,"","","Positive","the quantity of chicken in the biryani was heavy and it tasted good too ","","2025-06-23T05:30:10.387649Z"
79,"1","2025-06-23T05:30:14.274510Z","",2311,2.272,"","","","also had the chef special gongura chicken which was not on the menu ","","2025-06-23T05:30:14.274510Z"
80,"1","2025-06-23T05:30:16.422131Z","",2311,7.581,"","","Positive","it was the star of the evening though  tatse  texture everything was perfect ","","2025-06-23T05:30:16.422131Z"
81,"1","2025-06-23T05:30:18.235779Z","",2311,6.054,"","","Positive","also had a ceaser salad which required more dressing and flavour ","","2025-06-23T05:30:18.235779Z"
82,"1","2025-06-23T05:30:20.855129Z","",2311,5.382,"","","Positive","had fried chicken burger too  which was tasty and ya tastier than the kfc burger ","","2025-06-23T05:30:20.855129Z"
83,"1","2025-06-23T05:30:24.304328Z","Positive",2311,38.218,"","Positive","","overall the place is affordable and nice ","","2025-06-23T05:30:24.304328Z"
84,"1","2025-06-23T05:30:26.236840Z","",2311,4.638,"","","","the hospitality was very nice ","Positive","2025-06-23T05:30:26.236840Z"
85,"1","2025-06-23T05:30:28.305502Z","",2311,5.0280000000000005,"","","","thanks mr  srinivas  you were always up your feet and served us well ","Positive","2025-06-23T05:30:28.305502Z"
86,"1","2025-06-23T05:30:30.187479Z","",2311,3.1100000000000003,"","","","the staff is humble and friendly ","Positive","2025-06-23T05:30:30.187479Z"
87,"1","2025-06-23T05:30:32.822919Z","",2311,2.455,"Positive","","","recommended ","","2025-06-23T05:30:32.822919Z"
88,"1","2025-06-23T05:30:34.954027Z","",2311,0.356,"","",""," ","","2025-06-23T05:30:34.954027Z"
89,"1","2025-06-23T05:30:37.382303Z","Positive",2312,48.58,"","Positive","Positive","one of the best economic buffet restaurant with a wide ranging menu for veg as well as non veg       flavours of ice cream     soups     drink  mango       sweets      veg  non veg starters  fish starter   chicken curry veg curry mutton curry appolo fish curry   biryani   masala rice curd rice   veg pulav   fry yums   dal   white rice    noodles    fruit chat  the ambience   seating is also super cool and the manager here is a polite and well to approcah guy who takes care of everything and makes sure everything is in place week days lunch time is not much crowded weekend lunch   dinner has quite a crowd and sometimes you would be in waiting queue   all this for a nominal price of    rs  if you book on nearbuy app ","Positive","2025-06-23T05:30:37.382303Z"
90,"1","2025-06-23T05:30:39.454249Z","",2313,4.01,"","","Positive","one of the best places to fill your stomach with ","","2025-06-23T05:30:39.454249Z"
91,"1","2025-06-23T05:30:41.771642Z","",2313,14.84,"","","Negative","this place is a treat in case you are a sweet tooth ","","2025-06-23T05:30:41.771642Z"
92,"1","2025-06-23T05:30:43.572415Z","",2313,27.832,"","Positive","","the food is quite good but can never be compared to the sweet delicacies ","","2025-06-23T05:30:43.572415Z"
93,"1","2025-06-23T05:30:46.136637Z","",2313,4.8839999999999995,"","","Positive","the tuna sandwich is a win if you like sea food ","","2025-06-23T05:30:46.136637Z"
94,"1","2025-06-23T05:30:48.321851Z","",2313,53.956,"","","Negative","there are shakes here too  which are not up to the mark comparitively ","","2025-06-23T05:30:48.321851Z"
95,"1","2025-06-23T05:30:50.943473Z","",2314,44.302,"","","Positive","sizzlers are really good here but one must have knowledge what they want exactly along with sizzler otherwise it s hard to finish it of and also need to update the order with pice level for spice lovers","Negative","2025-06-23T05:30:50.943473Z"
96,"1","2025-06-23T05:30:53.338001Z","",2315,6.9270000000000005,"","Positive","Positive","this is my go to place for comfort lunches within a budget ","","2025-06-23T05:30:53.338001Z"
97,"1","2025-06-23T05:30:55.569677Z","",2315,9.8,"","","Positive","you ll simply have to love their cracking rice and chicken lasagne cause they are to die for ","","2025-06-23T05:30:55.569677Z"
98,"1","2025-06-23T05:30:57.987165Z","",2315,5.504,"","","Positive","i love how they always give a drink with this set menu ","","2025-06-23T05:30:57.987165Z"
99,"1","2025-06-23T05:30:59.853878Z","",2315,6.227,"","","Positive","the red shredded chicken and crackling rice along with their lasagne were a perfect match for each other ","","2025-06-23T05:30:59.853878Z"
100,"1","2025-06-23T05:31:01.903226Z","",2315,29.098000000000003,"","","{""choices"":[""Positive"",""Neutral""]}","i ve also had the chicken nachos which were alright but their lunch menu is a must try ","","2025-06-23T05:31:01.903226Z"
101,"1","2025-06-23T05:31:03.853894Z","",2316,3.83,"","","Positive","good food combinations and taste ","","2025-06-23T05:31:03.853894Z"
102,"1","2025-06-23T05:31:05.820050Z","",2316,11.158,"","","","decent service ","Neutral","2025-06-23T05:31:05.820050Z"
103,"1","2025-06-23T05:31:08.107935Z","",2316,19.962,"Neutral","","","however the location of the restaurant could have been better ","","2025-06-23T05:31:08.107935Z"
104,"1","2025-06-23T05:31:10.220765Z","",2316,9.631,"","Negative","Negative","the quantity is relatively less for the price ","","2025-06-23T05:31:10.220765Z"
105,"1","2025-06-23T05:31:12.336693Z","",2317,7.492,"","","Negative","paneer quantity is very less compare to other restaurants","","2025-06-23T05:31:12.336693Z"
106,"1","2025-06-23T05:31:16.070050Z","",2318,1.523,"","","","go to place for my midnight snacks ","","2025-06-23T05:31:16.070050Z"
107,"1","2025-06-23T05:31:18.287094Z","",2318,12.542,"","","Positive","have tried almost all the different varieties of maggi served and the place hasnt dissapointed yet ","","2025-06-23T05:31:18.287094Z"
108,"1","2025-06-23T05:31:20.052957Z","",2318,4.184,"","","Positive","chicken fried maggi being my favourite ","","2025-06-23T05:31:20.052957Z"
109,"1","2025-06-23T05:31:21.703085Z","",2319,5.6850000000000005,"","","Positive","an awesome foodie experience that takes you telepathically to the kitchens of north east india ","","2025-06-23T05:31:21.703085Z"
110,"1","2025-06-23T05:31:24.227183Z","",2319,7.037,"","","Positive","will come here again and again for the taste of their food if not for anything else ","","2025-06-23T05:31:24.227183Z"
111,"1","2025-06-23T05:31:25.896584Z","",2319,4.286,"","","Positive","food      the pork dishes are awesome and the noodles were delicious ","","2025-06-23T05:31:25.898593Z"
112,"1","2025-06-23T05:31:27.503131Z","",2319,5.613,"","","Positive","this is one place where though your stomach is full your heart wants more ","","2025-06-23T05:31:27.503131Z"
113,"1","2025-06-23T05:31:29.568653Z","",2319,5.852,"","","Negative","only thing i do not like is the noodle that they use ","","2025-06-23T05:31:29.568653Z"
114,"1","2025-06-23T05:31:31.438310Z","",2319,16.899,"","","Neutral","feels like instant noddles and i feel this could be better ","","2025-06-23T05:31:31.438310Z"
115,"1","2025-06-23T05:31:33.902517Z","",2319,4.003,"","","","service      service is very slow ","Negative","2025-06-23T05:31:33.902517Z"
116,"1","2025-06-23T05:31:35.778838Z","",2319,11.998000000000001,"","","","they seem to be a family run restaurant and sometimes  which is more often than not  when they are busy service can be very slow ","Negative","2025-06-23T05:31:35.778838Z"
117,"1","2025-06-23T05:31:37.569106Z","",2319,36.513999999999996,"","","","they have to very soon hire some more helping hand if they continue to experience this much of demand ","Negative","2025-06-23T05:31:37.569106Z"
118,"1","2025-06-23T05:31:39.355045Z","Neutral",2319,16.139,"","","","ambiance          simple and minimalist interiors of a north eastern roadside joint ","","2025-06-23T05:31:39.355045Z"
119,"1","2025-06-23T05:31:41.962557Z","",2319,45.674,"","Positive","","price       pretty decently priced for the quality and taste that they offer ","","2025-06-23T05:31:41.962557Z"
120,"1","2025-06-23T05:31:44.019227Z","",2319,15.467,"Positive","","","it is really a steal deal ","","2025-06-23T05:31:59.902076Z"
121,"1","2025-06-23T05:32:16.102265Z","Positive",2320,14.082,"","Positive","Positive","this place is sooo good in everything food  ambiance drinks and what not ","Positive","2025-06-23T05:32:16.102265Z"
122,"1","2025-06-23T05:33:04.218102Z","",2320,45.173,"","","","but the main problem is again i am a stag for most of the times so couldnt enter majority of the evenings     else it would have been   star ","Negative","2025-06-23T05:33:04.218102Z"
123,"1","2025-06-23T05:33:15.050869Z","",2320,9.259,"Positive","","","totally worth the visit","","2025-06-23T05:33:15.050869Z"
124,"1","2025-06-23T05:33:59.178910Z","",2321,36.803,"","","Positive","this place is good when you come empty stomach    just kidding  ","","2025-06-23T05:33:59.178910Z"
125,"1","2025-06-23T05:34:07.933318Z","",2321,6.931,"","","Positive","barbeque nation have been always my favorite when it comes to barbeque and their amazing mocktails and juices as they keep innovating the menu and the deserts ","","2025-06-23T05:34:07.933318Z"
126,"1","2025-06-23T05:34:33.249530Z","",2321,22.58,"","","","has a lag in my order when i had been there last time but i guess it may be because of the high intensity of people who come and dine ","Negative","2025-06-23T05:34:33.249530Z"
127,"1","2025-06-23T05:34:40.932836Z","",2321,6.974,"","","","a very good place with very welcoming staff ","Positive","2025-06-23T05:34:40.932836Z"
128,"1","2025-06-23T05:34:47.932658Z","",2322,5.748,"","Positive","Positive","the biryani here i found very delicious  worth of money ","","2025-06-23T05:34:47.932658Z"
129,"1","2025-06-23T06:27:50.369109Z","",2322,131.20499999999998,"","","Neutral","all spices were blended and mixed well  but one thing they used a lot of spices that could probably disturb the taste","","2025-06-23T06:27:50.369109Z"
130,"1","2025-06-23T06:27:56.351827Z","",2323,3.044,"","","Positive","breweries were good ","","2025-06-23T06:27:56.351827Z"
131,"1","2025-06-23T06:28:05.654343Z","Positive",2323,6.962,"","","Neutral","good ambience  average food ","","2025-06-23T06:28:05.654343Z"
132,"1","2025-06-23T06:28:13.119477Z","",2323,6.134,"Positive","","","would really love to visit again though  last time around i didn t get a chance to explore much  ","","2025-06-23T06:28:13.119477Z"
133,"1","2025-06-23T06:28:19.651882Z","",2323,3.942,"Positive","","","it s definitely worth a visit  a good place to hangout ","","2025-06-23T06:28:19.651882Z"
134,"1","2025-06-23T06:28:25.201831Z","",2324,2.037,"","","Positive","both the items were very good ","","2025-06-23T06:28:25.201831Z"
135,"1","2025-06-23T06:28:39.368550Z","",2324,12.154,"","","Neutral","quantity was enough for   people   delivery was quick ","Positive","2025-06-23T06:28:39.368550Z"
136,"1","2025-06-23T06:28:45.967976Z","",2324,5.483,"","","Positive","bottom line is we had a simple and lovely lunch ","","2025-06-23T06:28:45.967976Z"
137,"1","2025-06-23T06:28:56.990388Z","Positive",2325,9.36,"","","Positive","a best place for some hot chocolate and quick hunger bites  innovative ambience and cool staff ","Positive","2025-06-23T06:28:56.990388Z"
138,"1","2025-06-23T06:29:03.894579Z","",2325,4.077,"","","Positive","loved the hot chocolate       good hang out place to refresh your mind  ","","2025-06-23T06:29:03.894579Z"
139,"1","2025-06-23T06:29:18.384734Z","",2326,11.642,"","","Positive","first things first     faasos have always been the first name that comes to mind when it comes to huge sized appetite fulfilling wraps ","","2025-06-23T06:29:18.384734Z"
140,"1","2025-06-23T06:29:31.500752Z","",2326,10.969,"","","Positive","i haven t come across any other place which delivers these kind of huge juicy warps with this amount of filling ","","2025-06-23T06:29:31.500752Z"
141,"1","2025-06-23T06:29:37.317115Z","",2326,4.796,"","","Positive","tried their cheesy chicken jumbo wrap and chicken jumbo wrap and believe me you ll be full to your throat with just one wrap ","","2025-06-23T06:29:37.317115Z"
142,"1","2025-06-23T06:29:46.566951Z","",2326,8.231,"","","Positive","besides the quantity they also maintain quality with the wraps being flavourful and cheesy     overall if you are looking for no salad only chicken wraps which are my kind of things faasos won t disappoint you for sure ","","2025-06-23T06:29:46.566951Z"
143,"1","2025-06-23T06:31:06.449231Z","",2327,78.453,"","","Positive","food and taste is fabulous  nothing there to complaint but the way they use containers for delivery need to improve ","Negative","2025-06-23T06:31:06.449231Z"
144,"1","2025-06-23T06:31:28.581647Z","",2327,20.073,"","","","sometimes for curry orders packages are leaking out ","Negative","2025-06-23T06:31:28.581647Z"
145,"1","2025-06-23T06:31:54.880817Z","Positive",2327,24.359,"","","","to be top all the facilities provided by restaurant should be in best quality ","","2025-06-23T06:31:54.880817Z"
146,"1","2025-06-23T06:32:05.211770Z","",2328,5.139,"Positive","","","good place for meeting ","","2025-06-23T06:32:05.211770Z"
147,"1","2025-06-23T06:32:09.714025Z","",2328,2.192,"","","Positive","food is nice ","","2025-06-23T06:32:09.714025Z"
148,"1","2025-06-23T06:32:18.941824Z","",2328,7.267,"","","","service is slow while ordering food ","Negative","2025-06-23T06:32:18.941824Z"
149,"1","2025-06-23T06:32:58.333911Z","Negative",2328,36.461,"","","","they can improve the outside restaurant because when i went ac was not working ","","2025-06-23T06:32:58.333911Z"
150,"1","2025-06-23T06:33:07.372521Z","Positive",2328,5.532,"","","","inside is very cool and  do your official work with full concentration ","","2025-06-23T06:33:07.372521Z"
151,"1","2025-06-23T06:33:15.011525Z","Negative",2328,3.9,"","","","but its bit noisy due to machines inside ","","2025-06-23T06:33:15.011525Z"
152,"1","2025-06-23T06:33:23.662844Z","Negative",2328,6.41,"","","","they can think about reducing the noise ","","2025-06-23T06:33:23.662844Z"
153,"1","2025-06-23T06:33:31.824304Z","",2329,2.502,"","","Positive","both were mind blowing ","","2025-06-23T06:33:31.824304Z"
154,"1","2025-06-23T06:33:37.639992Z","",2329,3.957,"","","Positive","fruit poison had exotic fruits like kiwi and strawberry and tasted really well ","","2025-06-23T06:33:37.639992Z"
155,"1","2025-06-23T06:34:04.084899Z","",2329,7.228,"","","Positive","they know their stuff well and i will prefer their items over cream stone for sure ","","2025-06-23T06:34:04.084899Z"
156,"1","2025-06-23T06:34:24.745183Z","Positive",2330,18.501,"","","","very nice ambience with a courteous staff  i particularly liked the hospitality of a service boy named ashok   he recommended the best food and provided an excellent service ","Positive","2025-06-23T06:34:24.745183Z"
157,"1","2025-06-23T06:34:30.298298Z","",2330,2.42,"","","Positive","the food was nice ","","2025-06-23T06:34:30.298298Z"
158,"1","2025-06-23T06:34:33.078806Z","",2331,1.081,"","","Positive","food is delicious ","","2025-06-23T06:34:33.078806Z"
159,"1","2025-06-23T06:34:42.842658Z","Positive",2331,8.012,"","","Positive","chicken bbq mandi  mutton fry mandi and chicken burger are awesome    good ambiance and service   ","Positive","2025-06-23T06:34:42.842658Z"
160,"1","2025-06-23T06:36:02.412807Z","",2331,77.527,"","","","owner and staff are courteous","Positive","2025-06-23T06:36:02.412807Z"
161,"1","2025-06-23T06:36:06.992147Z","",2332,3.028,"","","Positive","thank you so much for the excellent food it tasted great ","","2025-06-23T06:36:06.992147Z"
162,"1","2025-06-23T06:36:16.233062Z","",2332,7.148,"","Positive","Positive","price quality everything good ","","2025-06-23T06:36:16.233062Z"
163,"1","2025-06-23T06:36:30.853221Z","",2332,9.315,"","","","delivery package was also great if there was a way if packaging more environment friendly that would be great","Positive","2025-06-23T06:36:30.853221Z"
164,"1","2025-06-23T06:36:40.876829Z","Positive",2333,6.102,"","","","low crowd made us feel even more comfortable ","","2025-06-23T06:36:40.876829Z"
165,"1","2025-06-23T06:36:49.043478Z","Positive",2333,6.673,"","","Positive","attractive and romantic ambience   tasty food and very much reasonable    good service  ","Positive","2025-06-23T06:36:49.043478Z"
166,"1","2025-06-23T06:36:56.594014Z","",2333,6.042,"","","Positive","i had chicken breast steaks with mashed potatoes and salad   unexpectedly so good taste ","","2025-06-23T06:36:56.594014Z"
167,"1","2025-06-23T06:37:04.433137Z","",2333,7.494999999999999,"","","","if you are a pasta lover  then do order white sauce pasta ","","2025-06-23T06:37:12.803043Z"
168,"1","2025-06-23T06:37:08.557733Z","",2333,2.704,"","","Positive","it tasted incredibly hot and yummy ","","2025-06-23T06:37:08.557733Z"
169,"1","2025-06-23T06:37:44.294554Z","Positive",2333,12.847,"","","Positive","in recent times i ve never been to such a good place with decent crowd and tastyyyy food ","","2025-06-23T06:37:44.294554Z"
